
   14  0  0.5503   11   22.70  0.112  2.783    2.87  3.25  5.91  5.01  2.34  1.98  2.60  0.83  2.12  1.41  0.40  1.45  4.39  3.26  1.89  1.14  0.62  0.50  0.48  0.48      0.86  2.93  0.70  2.66  0.41  0.00  0.00  0.00  1.13  1.22  0.00  0.63  2.91  1.87  0.00  1.03  0.56  0.00  0.00  0.00     0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0      0.03  0.02  0.08  0.00  0.00  0.00  0.09  0.00  0.00  0.00  0.09  0.00  0.01  0.10  0.00  0.00  0.08  0.05  0.42  0.04
   15  0  0.4067   12   14.61  0.072  3.148    1.39  1.25  0.32  1.02  2.05  1.46  1.12  2.78  1.13  0.77  0.63  1.03  0.84  1.43  1.08  0.59  2.48  1.77  0.89  0.42      0.00  0.00  0.00  0.00  0.85  0.41  0.00  1.35  1.05  0.00  0.00  0.65  0.00  1.09  0.00  0.00  0.88  0.99  0.78  0.00     0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0      0.18  0.00  0.12  0.09  0.00  0.00  0.06  0.04  0.01  0.04  0.00  0.00  0.00  0.03  0.00  0.03  0.26  0.04  0.11  0.00
   16  0  0.3921    7    7.18  0.170  2.031    0.23  0.60  1.05  1.60  0.28  0.63 10.60  3.39  0.56  0.49  1.40  1.38  0.39  0.84  0.77  1.00  0.56  0.82  0.80  1.58      0.00  0.00  0.00  0.63  0.00  0.00  8.94  1.93  0.00  0.00  0.00  0.00  0.00  0.00  0.47  0.34  0.00  0.00  0.57  1.24     0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0      0.00  0.00  0.06  0.00  0.46  0.00  0.02  0.00  0.02  0.00  0.30  0.00  0.00  0.00  0.00  0.00  0.05  0.00  0.09  0.00
   17  0  0.6487    9   14.80  0.105  2.686    2.01  1.79  4.76  3.98  0.60  0.95  2.86  1.36  1.02  2.05  1.86  1.00  1.39  1.32  1.20  1.05  0.76  0.41  0.85  1.05      0.00  1.27  4.48  0.62  0.00  0.77  2.63  0.43  0.91  1.44  1.46  0.00  1.37  0.00  0.50  0.42  0.00  0.00  0.00  0.73     0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0      0.00  0.00  0.07  0.00  0.04  0.00  0.00  0.00  0.00  0.18  0.08  0.13  0.00  0.36  0.09  0.00  0.04  0.01  0.00  0.00
   18  0  0.5102   10   20.91  0.117  2.648    0.41  0.37  1.14  0.95  2.90  1.82  0.67  0.20  0.57  0.54  0.90  0.71  0.94  0.69  0.71  1.78  0.96  1.85  0.83  1.69      0.00  0.00  0.00  0.00  0.00  1.23  0.00  0.00  0.00  0.00  0.00  0.58  0.51  0.00  0.00  0.83  0.00  1.09  0.00  1.19     0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0      0.00  0.00  0.18  0.00  0.00  0.00  0.04  0.00  0.08  0.00  0.12  0.00  0.40  0.00  0.08  0.03  0.04  0.00  0.02  0.02
   19  0  0.4002    5    6.53  0.216  1.762    0.73  0.43  0.66  0.64  1.58  1.15  2.65  3.06  0.42  1.40  0.57  0.33  1.72  0.84  4.47  2.35  0.93  0.78  3.25  2.46      0.00  0.00  0.00  0.54  0.79  0.92  1.60  1.50  0.00  1.13  0.00  0.00  0.00  0.00  0.00  0.88  0.00  0.00  1.16  0.57     0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0      0.00  0.00  0.00  0.09  0.58  0.00  0.16  0.00  0.00  0.00  0.00  0.14  0.00  0.00  0.04  0.00  0.00  0.00  0.00  0.00
   20  1  0.4183    9    8.41  0.056  2.998    1.04  0.87  1.24  1.95  0.85  0.84  1.41  1.24  2.11  1.77  0.49  0.99  0.41  1.08  2.10  1.63  2.28  2.16  0.56  0.69      0.00  0.00  0.98  0.00  0.52  0.00  0.86  0.00  0.74  0.00  0.00  1.24  0.00  0.00  1.39  0.00  2.44  1.76  0.00  0.00     0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0      0.00  0.17  0.00  0.00  0.08  0.00  0.04  0.00  0.13  0.18  0.00  0.00  0.13  0.07  0.00  0.16  0.04  0.00  0.00  0.00
   21  0  0.3886    9   10.27  0.135  2.395    0.16  0.13  2.67  0.88  0.44  1.24  0.74  2.45  0.43  2.47  1.56  1.61  1.71  1.76  3.54  1.86  0.21  0.59  1.49  1.83      0.00  0.00  0.57  0.00  0.00  0.00  0.00  1.76  0.00  2.38  1.34  1.20  0.00  1.68  1.07  1.79  0.00  0.00  1.11  0.00     0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0      0.00  0.00  0.02  0.00  0.00  0.00  0.05  0.00  0.00  0.04  0.04  0.28  0.00  0.00  0.39  0.02  0.12  0.03  0.00  0.00
   22  0  0.4039    6    6.95  0.091  2.383    0.35  0.24  1.70  1.52  1.14  0.72  1.42  0.50  1.12  0.77  0.89  0.98  2.54  2.69  1.53  1.75  2.65  1.20  0.26  0.44      0.00  0.00  0.63  0.88  0.93  0.00  1.18  0.00  0.00  0.00  0.00  0.86  0.00  1.81  0.00  1.21  2.23  0.72  0.00  0.00     0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0      0.00  0.00  0.00  0.00  0.00  0.30  0.00  0.17  0.00  0.00  0.00  0.00  0.03  0.15  0.12  0.23  0.00  0.00  0.00  0.00
   23  1  0.4705    9   20.86  0.149  2.315    3.41  0.99  1.23  0.88  1.44  1.66  0.84  0.95  1.06  0.93  1.53  1.59  0.70  1.54  1.17  0.89  1.48  0.83  0.48  1.45      2.65  0.00  0.44  0.00  1.27  1.58  0.00  0.00  0.65  0.00  0.00  1.18  0.00  1.12  0.70  0.85  1.22  0.00  0.00  1.22     0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0      0.00  0.03  0.48  0.04  0.00  0.00  0.00  0.12  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.04  0.00  0.17  0.09  0.03
   24  1  0.4519   10   15.21  0.052  3.121    0.97  1.63  2.66  1.17  2.15  0.78  1.37  1.74  0.92  0.31  0.63  0.55  0.35  0.24  5.82  1.52  0.66  0.73  0.47  1.25      1.06  0.00  0.38  0.00  1.49  0.00  1.08  0.00  0.75  0.00  0.00  0.00  0.00  0.00  0.89  0.00  0.00  0.00  0.00  0.00     0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1      0.18  0.15  0.05  0.00  0.14  0.00  0.07  0.07  0.00  0.00  0.11  0.00  0.00  0.08  0.00  0.14  0.01  0.00  0.00  0.00
   25  1  0.4152    7   14.58  0.113  2.509    1.56  0.41  0.52  0.70  0.39  0.42  0.92  2.45  2.87  0.34  1.38  0.75  0.74  0.59  0.25  0.25  0.77  0.39  1.68  0.91      0.00  0.00  0.00  0.64  0.00  0.00  0.56  1.24  1.69  0.00  0.80  0.54  0.00  0.00  0.00  0.00  0.52  0.00  0.95  0.95     0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0      0.13  0.00  0.00  0.06  0.00  0.00  0.14  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.10  0.39  0.11  0.08  0.00
   26  1  0.5589   10   14.04  0.086  2.885    1.65  1.05  1.51  0.60  1.73  3.06  1.38  1.19  0.44  0.51  0.97  0.46  1.75  4.72  0.30  0.23  0.32  0.69  0.84  1.20      1.85  0.00  0.00  0.00  0.00  0.00  0.66  0.00  0.00  0.00  0.66  0.00  0.00  1.62  0.00  0.00  0.00  0.00  0.87  0.00     1 0 0 1 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0      0.04  0.08  0.00  0.00  0.15  0.04  0.00  0.00  0.00  0.02  0.00  0.29  0.00  0.00  0.12  0.00  0.02  0.18  0.06  0.00
   27  0  0.5129   11   11.86  0.119  2.643    0.26  0.21  0.62  0.62  0.98  1.09  1.16  1.06  0.41  0.38  2.58  1.27  1.40  0.60  3.24  0.63  3.62  3.41  0.56  0.42      0.00  0.00  0.00  0.00  0.64  0.00  0.78  0.74  0.00  0.00  2.55  0.53  0.00  0.45  2.26  0.00  1.09  0.79  0.00  0.00     1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0      0.00  0.03  0.01  0.00  0.00  0.00  0.00  0.03  0.00  0.06  0.08  0.02  0.00  0.40  0.23  0.04  0.00  0.04  0.05  0.00
   28  1  0.5828   12   11.08  0.053  3.337    1.87  1.45  1.51  1.94  2.65  1.70  1.07  2.72  0.90  0.25  0.46  0.74  1.21  0.94  0.70  1.77  1.49  0.93  0.81  2.22      1.30  1.14  0.77  0.36  1.71  1.31  0.00  1.08  0.00  0.00  0.00  0.59  0.54  0.00  0.00  0.00  0.77  0.73  0.53  1.09     0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0      0.00  0.03  0.04  0.09  0.00  0.17  0.06  0.00  0.06  0.00  0.05  0.03  0.17  0.10  0.14  0.00  0.00  0.04  0.00  0.00
   29  0  0.5863    9   19.89  0.084  2.817    2.21  0.99  0.92  2.55  0.92  0.84  1.11  1.00  1.44  0.81  0.87  0.51  1.18  1.63  0.90  0.54  5.09  0.64  1.61  0.65      1.56  0.00  0.81  1.19  0.69  0.76  0.00  0.00  0.71  0.00  0.56  0.00  0.75  0.00  0.00  0.00  0.00  0.47  0.50  0.00     0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0      0.00  0.01  0.06  0.00  0.00  0.00  0.00  0.00  0.13  0.10  0.00  0.07  0.00  0.00  0.05  0.00  0.24  0.09  0.25  0.00
   30  1  0.5617   13   11.37  0.109  2.883    0.67  1.97  0.87  1.04  0.83  0.74  0.78  1.98  3.81  0.85  1.10  1.87  1.00  0.91  1.06  1.33  0.99  1.05  3.48  8.53      0.00  1.79  0.00  0.63  0.92  0.47  0.00  1.50  0.00  0.00  0.83  0.95  0.60  0.40  0.00  0.00  0.59  0.00  1.74  1.16     0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0      0.05  0.00  0.03  0.00  0.02  0.01  0.00  0.04  0.04  0.05  0.00  0.04  0.00  0.04  0.00  0.42  0.00  0.07  0.16  0.02
   31  1  0.4053   12   15.11  0.085  3.026    1.48  0.76  1.84  0.59  1.82  2.21  3.58  2.13  0.78  1.47  0.29  0.84  2.67  2.38  0.45  0.60  0.52  0.83  1.17  0.69      0.00  0.00  0.00  0.00  1.03  0.00  1.65  0.44  0.00  1.14  0.00  0.00  1.91  1.97  0.00  0.52  0.00  0.00  0.58  0.63     0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0      0.00  0.03  0.10  0.12  0.04  0.00  0.32  0.01  0.00  0.00  0.16  0.00  0.00  0.00  0.06  0.01  0.03  0.05  0.07  0.00
   32  1  0.5911   10   28.35  0.125  2.470    3.04  4.61  0.53  0.98  0.71  1.12  3.18  3.04  3.26  1.47  0.56  1.04  1.01  0.78  0.82  0.60  1.05  0.29  1.47  1.26      3.22  4.61  0.42  0.76  0.00  0.54  2.55  1.79  1.12  0.71  0.00  0.75  0.00  0.00  0.67  0.48  0.87  0.00  1.21  0.00     1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0      0.01  0.11  0.02  0.08  0.00  0.00  0.00  0.30  0.05  0.02  0.00  0.35  0.02  0.00  0.00  0.00  0.00  0.00  0.04  0.00
   33  0  0.4272   11   26.07  0.084  2.935    1.78  0.32  0.43  0.43  0.85  3.40  3.07  2.55  0.20  1.26  0.94  0.75  1.12  2.26  0.83  1.49  0.35  1.66  1.90  1.33      0.00  0.00  0.00  0.00  0.00  3.27  2.86  0.00  0.00  0.00  0.68  0.56  1.12  0.86  0.00  0.67  0.00  0.00  0.59  0.94     0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0      0.29  0.00  0.00  0.00  0.01  0.00  0.02  0.13  0.14  0.03  0.00  0.00  0.09  0.02  0.14  0.03  0.09  0.00  0.00  0.00
   34  0  0.5723   11   20.38  0.092  2.942    2.33  0.54  1.24  2.15  0.91  0.49  0.37  0.41  0.68  0.67  1.22  1.53  0.82  2.02  0.84  0.78  0.98  1.32  0.25  1.31      0.90  0.00  1.01  1.11  0.00  0.00  0.00  0.00  0.00  0.54  0.00  0.00  0.00  1.47  0.82  0.44  0.00  0.00  0.00  1.06     0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 0      0.00  0.02  0.00  0.03  0.34  0.13  0.06  0.00  0.13  0.07  0.07  0.00  0.00  0.00  0.00  0.00  0.10  0.02  0.00  0.04
   35  1  0.4372   11   10.61  0.038  3.350    0.72  1.44  2.69  1.14  0.84  0.62  1.72  0.61  0.55  0.81  0.69  0.21  2.56  0.81  4.48  2.45  1.87  2.68  0.47  1.06      0.00  0.83  0.00  0.00  0.00  0.57  0.62  0.59  0.00  0.62  0.00  0.00  0.00  0.75  2.66  1.93  0.93  0.99  0.00  0.70     1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0      0.00  0.15  0.00  0.00  0.07  0.16  0.10  0.06  0.00  0.05  0.00  0.00  0.00  0.10  0.08  0.06  0.00  0.00  0.07  0.12
   36  1  0.4269   13   36.11  0.092  2.845    0.64  1.28  1.42  0.66  1.04  0.31  0.45  0.77  1.14  1.07  1.99  1.11  0.30  2.09  1.62  1.03  0.64  2.39  1.05  0.95      0.00  0.00  1.22  0.00  0.00  0.00  0.00  0.00  0.00  0.84  1.23  0.00  0.00  0.00  0.52  0.70  0.00  2.18  1.03  0.00     0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1      0.00  0.15  0.00  0.03  0.00  0.01  0.00  0.01  0.03  0.00  0.00  0.02  0.00  0.01  0.03  0.22  0.28  0.06  0.01  0.15
   37  1  0.4292   11   11.31  0.114  2.771    0.87  0.89  1.05  1.66  0.79  0.42  2.20  1.78  1.02  1.33  1.38  2.12  0.68  0.60  0.58  0.42  0.36  0.88  0.92  1.79      0.75  0.00  0.00  1.00  0.67  0.00  1.38  0.00  0.00  0.79  0.00  0.79  0.00  0.00  0.00  0.00  0.00  0.43  0.00  0.81     1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0      0.03  0.00  0.00  0.11  0.09  0.00  0.11  0.00  0.00  0.05  0.42  0.00  0.04  0.00  0.06  0.00  0.02  0.05  0.00  0.02
   38  1  0.5699   10   17.07  0.121  2.572    0.66  0.86  1.33  0.37  0.53  0.32  0.53  1.17  1.92  1.65  1.31  3.03  1.85  0.62  0.76  0.80  2.49  0.71  0.40  1.33      0.00  0.59  1.12  0.00  0.48  0.00  0.00  0.76  1.47  0.00  0.00  2.20  0.00  0.00  0.00  0.00  0.99  0.46  0.00  0.00     0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 0 1 1 0 1      0.25  0.00  0.03  0.38  0.05  0.06  0.03  0.05  0.02  0.02  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.12  0.00
   39  0  0.5840   12   24.99  0.052  3.286    4.05  1.62  1.71  1.14  1.11  0.86  1.38  2.21  2.21  2.56  1.39  2.48  1.30  1.84  0.40  0.79  1.03  0.31  0.17  0.50      0.79  0.00  1.17  0.34  0.50  0.00  1.18  1.09  1.56  1.31  0.63  1.45  1.19  1.19  0.00  0.68  0.83  0.00  0.00  0.44     0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1      0.09  0.09  0.00  0.11  0.14  0.00  0.07  0.19  0.04  0.00  0.00  0.00  0.08  0.00  0.00  0.10  0.00  0.01  0.09  0.00
   40  0  0.6564   12   17.93  0.059  3.269    3.24  0.89  3.23  0.95  1.37  0.69  1.05  2.08  0.74  1.39  0.26  0.97  0.43  0.59  0.83  2.99  1.67  4.00  3.89  1.48      0.00  0.00  0.00  0.00  1.27  0.00  0.56  1.49  0.00  1.09  0.00  0.00  0.00  0.00  0.00  0.54  0.00  2.58  2.71  0.88     1 0 1 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0      0.16  0.09  0.04  0.09  0.00  0.00  0.00  0.22  0.03  0.00  0.01  0.10  0.07  0.04  0.09  0.07  0.00  0.00  0.00  0.00
   41  1  0.5386    7   14.19  0.123  2.391    1.65  0.77  0.50  0.22  0.39  0.97  0.35  0.24  0.71  0.09  1.02  0.77  2.47  1.24  0.86  0.12  1.39  0.31  5.53  1.90      1.24  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.55  2.04  0.70  0.83  0.00  0.62  0.00  1.86  0.54     0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0      0.00  0.00  0.00  0.05  0.06  0.00  0.05  0.00  0.08  0.00  0.00  0.00  0.00  0.00  0.00  0.35  0.00  0.29  0.00  0.12
   42  1  0.5027   11   29.15  0.128  2.354    1.49  2.84  0.57  0.92  0.24  1.37  0.59  0.41  0.51  1.18  0.31  0.81  1.49  0.72  1.19  0.84  2.05  1.47  2.39  2.21      1.29  2.83  0.00  0.71  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  1.10  0.00  1.37  0.94  1.22  0.00     1 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0      0.10  0.02  0.00  0.00  0.00  0.00  0.27  0.01  0.00  0.01  0.00  0.11  0.07  0.00  0.00  0.01  0.00  0.39  0.00  0.00
   43  0  0.4060    8   13.44  0.161  2.220    2.05  2.10  0.35  0.83  0.73  1.12  0.33  0.75  1.06  0.77  5.93  4.42  1.49  0.65  0.25  0.77  0.18  0.11  2.42  1.46      0.00  0.00  0.00  0.00  0.00  0.98  0.00  0.00  0.00  0.00  3.19  2.14  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00     0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0      0.05  0.08  0.00  0.00  0.00  0.00  0.06  0.00  0.03  0.00  0.22  0.49  0.00  0.03  0.00  0.00  0.00  0.00  0.00  0.05
   44  0  0.5621    9   10.92  0.087  2.823    0.41  0.34  2.10  0.94  1.35  1.30  4.31  4.55  0.69  0.96  0.06  0.14  0.66  0.87  0.78  0.77  0.32  0.27  0.76  0.51      0.00  0.00  1.64  0.00  0.00  0.00  0.00  4.80  0.00  0.82  0.00  0.00  0.00  0.00  0.00  0.61  0.00  0.00  0.00  0.00     1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0      0.00  0.00  0.00  0.00  0.06  0.00  0.08  0.00  0.15  0.05  0.29  0.00  0.00  0.00  0.04  0.00  0.00  0.21  0.08  0.04
   45  0  0.3936   12   21.80  0.101  2.935    0.66  0.54  0.73  0.64  0.92  0.77  1.71  2.13  1.28  1.90  0.83  0.94  1.08  0.66  0.39  0.33  1.73  0.81  0.44  0.34      0.00  0.00  0.00  0.00  0.00  0.35  0.00  1.31  0.97  0.00  0.00  0.00  1.00  0.00  0.00  0.00  1.64  0.76  0.00  0.00     0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0      0.02  0.00  0.00  0.02  0.04  0.00  0.00  0.00  0.15  0.07  0.04  0.03  0.03  0.04  0.00  0.09  0.00  0.07  0.38  0.00
